city,state,population,country,date,retail_and_recreation,grocery_and_pharnacy,transit_stations,workplaces,residential
Lucknow,Uttar Pradesh,2317105,India,2020-04-07,-69.0,-46.0,-72.0,-60.0,23.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-08,-68.0,-39.0,-71.0,-61.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-09,-72.0,-51.0,-74.0,-62.0,26.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-10,-72.0,-50.0,-74.0,-62.0,26.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-11,-72.0,-51.0,-74.0,-59.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-12,-72.0,-51.0,-73.0,-41.0,19.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-13,-71.0,-47.0,-73.0,-59.0,26.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-14,-70.0,-47.0,-72.0,-61.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-15,-70.0,-42.0,-71.0,-58.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-16,-81.0,-32.0,-70.0,-58.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-17,-82.0,-32.0,-71.0,-58.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-18,-83.0,-39.0,-72.0,-55.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-19,-84.0,-40.0,-71.0,-39.0,18.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-20,-83.0,-36.0,-71.0,-57.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-21,-82.0,-35.0,-71.0,-58.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-22,-83.0,-36.0,-71.0,-58.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-23,-83.0,-36.0,-71.0,-58.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-24,-83.0,-35.0,-71.0,-57.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-25,-84.0,-39.0,-72.0,-55.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-26,-84.0,-42.0,-72.0,-39.0,20.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-27,-83.0,-37.0,-72.0,-57.0,26.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-28,-82.0,-34.0,-70.0,-57.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-29,-82.0,-35.0,-70.0,-57.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-04-30,-82.0,-36.0,-70.0,-56.0,25.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-01,-83.0,-37.0,-70.0,-56.0,24.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-02,-82.0,-36.0,-70.0,-51.0,23.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-03,-83.0,-38.0,-69.0,-36.0,18.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-04,-79.0,-27.0,-67.0,-51.0,23.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-05,-79.0,-27.0,-66.0,-51.0,22.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-06,-78.0,-23.0,-64.0,-49.0,21.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-07,-78.0,-24.0,-63.0,-52.0,22.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-08,-76.0,-20.0,-61.0,-46.0,21.0
Lucknow,Uttar Pradesh,2317105,India,2020-05-09,-78.0,-24.0,-64.0,-46.0,21.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-15,-1.0,-1.0,5.0,4.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-16,-1.0,1.0,4.0,-1.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-17,-1.0,-1.0,3.0,6.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-18,-1.0,1.0,2.0,5.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-19,-2.0,0.0,0.0,4.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-20,0.0,5.0,6.0,4.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-21,-3.0,-6.0,0.0,-31.0,6.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-22,-3.0,-5.0,0.0,-9.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-23,-2.0,-3.0,1.0,0.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-24,0.0,-1.0,4.0,6.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-25,1.0,0.0,2.0,5.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-26,0.0,-2.0,2.0,2.0,-1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-27,1.0,0.0,2.0,4.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-28,0.0,-2.0,1.0,5.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-02-29,-1.0,-1.0,1.0,9.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-01,1.0,3.0,3.0,4.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-02,0.0,1.0,1.0,9.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-03,0.0,2.0,0.0,7.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-04,0.0,5.0,0.0,6.0,0.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-05,0.0,5.0,0.0,5.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-06,0.0,4.0,0.0,7.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-07,-1.0,3.0,3.0,7.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-08,1.0,4.0,3.0,2.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-09,1.0,3.0,1.0,4.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-10,0.0,4.0,0.0,-1.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-11,-2.0,1.0,-1.0,2.0,-1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-12,-1.0,1.0,-2.0,2.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-13,-4.0,-1.0,-2.0,3.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-14,-5.0,0.0,-3.0,-11.0,4.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-15,-6.0,-1.0,-2.0,0.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-16,-4.0,1.0,-2.0,5.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-17,-4.0,1.0,-4.0,2.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-18,-4.0,2.0,-3.0,0.0,1.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-19,-4.0,7.0,2.0,-8.0,2.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-20,-11.0,13.0,-6.0,-12.0,5.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-21,-16.0,21.0,-10.0,-14.0,6.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-22,-76.0,-76.0,-63.0,-45.0,23.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-23,-51.0,-13.0,-46.0,-36.0,17.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-24,-68.0,-45.0,-59.0,-54.0,23.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-25,-76.0,-60.0,-68.0,-67.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-26,-74.0,-56.0,-66.0,-60.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-27,-74.0,-56.0,-66.0,-59.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-28,-75.0,-57.0,-67.0,-58.0,30.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-29,-71.0,-54.0,-63.0,-37.0,21.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-30,-73.0,-59.0,-66.0,-56.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-03-31,-72.0,-56.0,-64.0,-55.0,25.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-01,-74.0,-58.0,-65.0,-57.0,26.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-02,-75.0,-61.0,-67.0,-60.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-03,-74.0,-60.0,-66.0,-56.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-04,-74.0,-61.0,-66.0,-52.0,27.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-05,-71.0,-57.0,-62.0,-32.0,20.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-06,-74.0,-60.0,-65.0,-54.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-07,-77.0,-48.0,-58.0,-56.0,26.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-08,-77.0,-48.0,-59.0,-55.0,26.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-09,-78.0,-50.0,-60.0,-56.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-10,-78.0,-50.0,-60.0,-60.0,30.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-11,-79.0,-51.0,-61.0,-57.0,30.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-12,-78.0,-53.0,-60.0,-36.0,22.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-13,-77.0,-51.0,-61.0,-53.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-14,-78.0,-50.0,-60.0,-58.0,27.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-15,-77.0,-46.0,-58.0,-52.0,26.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-16,-84.0,-39.0,-57.0,-54.0,27.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-17,-85.0,-40.0,-57.0,-53.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-18,-86.0,-45.0,-59.0,-51.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-19,-85.0,-46.0,-58.0,-33.0,21.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-20,-86.0,-47.0,-60.0,-51.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-21,-85.0,-44.0,-58.0,-52.0,26.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-22,-86.0,-45.0,-60.0,-53.0,27.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-23,-85.0,-44.0,-59.0,-53.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-24,-85.0,-43.0,-59.0,-52.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-25,-86.0,-46.0,-60.0,-52.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-26,-85.0,-46.0,-58.0,-32.0,22.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-27,-86.0,-48.0,-61.0,-51.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-28,-85.0,-44.0,-58.0,-51.0,25.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-29,-85.0,-43.0,-58.0,-51.0,26.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-04-30,-85.0,-42.0,-58.0,-50.0,28.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-01,-85.0,-42.0,-58.0,-54.0,29.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-02,-85.0,-42.0,-58.0,-47.0,27.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-03,-84.0,-42.0,-56.0,-28.0,21.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-04,-81.0,-35.0,-54.0,-44.0,25.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-05,-80.0,-32.0,-52.0,-45.0,24.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-06,-79.0,-28.0,-50.0,-43.0,24.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-07,-79.0,-28.0,-50.0,-43.0,24.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-08,-79.0,-27.0,-49.0,-42.0,25.0
Visakhapatnam[a][5],Andhra Pradesh,2035922,India,2020-05-09,-80.0,-29.0,-51.0,-44.0,26.0
